d,n,m,i,time
0.4,10,20,9,0.099510991
0.4,10,20,10,0.089680783
0.4,10,20,11,0.079894296
0.4,10,20,12,0.095888518
0.4,10,20,13,0.090310577
0.4,10,20,14,0.087101338
0.4,100,30,24,26.210330374
0.4,10,20,15,0.096646956
0.4,10,20,16,0.096203526
0.4,10,20,17,0.095177331
0.4,10,20,18,0.097161219
0.4,10,20,19,0.085556768
0.4,10,20,21,0.083590456
0.4,10,20,20,0.106918042
0.4,10,20,22,0.07756666
0.4,10,20,23,0.088159578
0.4,10,20,24,0.082705509
0.4,10,20,25,0.088468179
0.4,10,20,26,0.099009149
0.4,10,20,27,0.083402071
0.4,10,20,28,0.089115787
0.4,10,20,29,0.091625074
0.4,10,30,0,0.109700632
0.4,10,30,1,0.117882372
0.4,10,30,2,0.131031347
0.4,10,30,3,0.122191783
0.4,10,30,4,0.112274008
0.4,10,30,5,0.103918116
0.4,10,30,6,0.119455268
0.4,10,30,7,0.131179709
0.4,10,30,8,0.123341069
0.4,10,30,9,0.120950547
0.4,10,30,10,0.118916741
0.4,10,30,11,0.127307438
0.4,10,30,13,0.085908901
0.4,10,30,12,0.12180405
0.4,10,30,14,0.127158067
0.4,10,30,15,0.125365879
0.4,10,30,16,0.126608915
0.4,10,30,17,0.142542553
0.4,10,30,18,0.114017759
0.4,10,30,19,0.12986813
0.4,10,30,20,0.140514542
0.4,10,30,21,0.108750073
0.4,10,30,22,0.112729064
0.4,10,30,23,0.126495058
0.4,10,30,24,0.115489651
0.4,10,30,25,0.122621606
0.4,10,30,26,0.130949908
0.4,10,30,28,0.111774899
0.4,10,30,29,0.103395113
0.4,10,30,27,0.132820734
0.4,20,5,0,0.104956754
0.4,20,5,3,0.095252222
0.4,20,5,1,0.10437949
0.4,20,5,2,0.103630497
0.4,20,5,4,0.09723776
0.4,20,5,5,0.107673994
0.4,20,5,6,0.103689151
0.4,20,5,7,0.109989307
0.4,20,5,8,0.107847288
0.4,20,5,9,0.103838214
0.4,20,5,10,0.106480013
0.4,20,5,11,0.103544926
0.4,20,5,12,0.117670451
0.4,20,5,13,0.101210957
0.4,20,5,14,0.104277763
0.4,20,5,15,0.103996995
0.4,20,5,16,0.100801091
0.4,20,5,19,0.101040672
0.4,20,5,17,0.112740408
0.4,20,5,18,0.111831634
0.4,20,5,20,0.105217147
0.4,20,5,21,0.105497193
0.4,20,5,22,0.104605101
0.4,20,5,23,0.111839342
0.4,20,5,24,0.117064588
0.4,20,5,26,0.103476352
0.4,20,5,25,0.11148568
0.4,20,5,27,0.107146065
0.4,20,5,28,0.108149867
0.4,20,5,29,0.102207327
0.4,20,10,1,0.148174495
0.4,20,10,0,0.155954827
0.4,20,10,2,0.172076816
0.4,20,10,3,0.161665391
0.4,20,10,4,0.159771103
0.4,20,10,5,0.177371542
0.4,20,10,6,0.157798982
0.4,20,10,7,0.158592331
0.4,100,30,27,19.139942097
0.4,20,10,8,0.134570928
0.4,20,10,9,0.168413191
0.4,20,10,10,0.168016126
0.4,20,10,11,0.15826279
0.4,20,10,12,0.150307067
0.4,20,10,13,0.161129621
0.4,20,10,14,0.165584648
0.4,20,10,15,0.150882473
0.4,20,10,16,0.16608358
0.4,20,10,17,0.160587423
0.4,20,10,18,0.14816632
0.4,20,10,19,0.1629433
0.4,20,10,20,0.167593848
0.4,20,10,21,0.160665945
0.4,20,10,23,0.168834215
0.4,20,10,22,0.194044091
0.4,20,10,24,0.161394483
0.4,20,10,25,0.151995566
0.4,20,10,26,0.175580339
0.4,20,10,27,0.163624352
0.4,20,10,28,0.152768966
0.4,20,10,29,0.164961689
0.4,20,20,0,0.275816612
0.4,20,20,3,0.261043549
0.4,20,20,2,0.27184287
0.4,20,20,1,0.306887705
0.4,20,20,4,0.266810135
0.4,20,20,5,0.261703688
0.4,20,20,8,0.260939379
0.4,20,20,7,0.302402799
0.4,20,20,6,0.310207723
0.4,20,20,9,0.255516814
0.4,20,20,10,0.283431935
0.4,20,20,11,0.275014235
0.4,20,20,14,0.25198033
0.4,20,20,13,0.262645277
0.4,20,20,12,0.288954763
0.4,20,20,15,0.285494265
0.4,20,20,17,0.272453032
0.4,20,20,16,0.292786052
0.4,20,20,18,0.301303725
0.4,20,20,19,0.292958879
0.4,20,20,20,0.260181539
0.4,20,20,21,0.265246758
0.4,20,20,24,0.26194703
0.4,20,20,23,0.294000833
0.4,20,20,22,0.350621815
0.4,20,20,26,0.247141349
0.4,20,20,25,0.322233243
0.4,20,20,29,0.266275237
0.4,20,20,28,0.315296479
0.4,20,20,27,0.340968751
0.4,20,30,0,0.480361548
0.4,20,30,4,0.351277943
0.4,20,30,1,0.490513254
0.4,20,30,2,0.400061394
0.4,20,30,3,0.442963336
0.4,20,30,7,0.457760955
0.4,20,30,5,0.480013151
0.4,20,30,8,0.466009915
0.4,20,30,9,0.423755854
0.4,20,30,6,0.582579511
0.4,20,30,10,0.368608339
0.4,20,30,12,0.381729735
0.4,20,30,11,0.398554513
0.4,20,30,13,0.406799314
0.4,20,30,14,0.542480431
0.4,20,30,16,0.352104838
0.4,20,30,17,0.387624369
0.4,20,30,15,0.465125822
0.4,20,30,18,0.397035623
0.4,20,30,19,0.43430291
0.4,20,30,20,0.37807948
0.4,20,30,21,0.391542445
0.4,20,30,23,0.374297772
0.4,20,30,22,0.453765141
0.4,20,30,24,0.443699204
0.4,20,30,25,0.429839873
0.4,20,30,26,0.377057741
0.4,20,30,27,0.442503284
0.4,20,30,28,0.431851427
0.4,30,5,0,0.20163734
0.4,30,5,1,0.202944321
0.4,30,5,2,0.194071896
0.4,30,5,3,0.187002727
0.4,20,30,29,0.407845388
0.4,30,5,4,0.177622926
0.4,30,5,5,0.195980745
0.4,30,5,6,0.172069281
0.4,30,5,7,0.214397447
0.4,30,5,9,0.19005034
0.4,30,5,8,0.201652865
0.4,30,5,10,0.187431146
0.4,30,5,11,0.198518841
0.4,30,5,12,0.188204052
0.4,30,5,14,0.195465435
0.4,30,5,13,0.211375449
0.4,30,5,15,0.211916227
0.4,30,5,16,0.176318166
0.4,30,5,17,0.178537341
0.4,30,5,18,0.187607595
0.4,30,5,19,0.206153092
0.4,30,5,20,0.218762736
0.4,30,5,21,0.246471964
0.4,30,5,22,0.189132548
0.4,30,5,23,0.208679537
0.4,30,5,25,0.181425788
0.4,30,5,24,0.223910217
0.4,30,5,26,0.211830702
0.4,30,5,27,0.220042186
0.4,30,5,28,0.202376106
0.4,30,5,29,0.202221545
0.4,30,10,0,0.364263936
0.4,30,10,1,0.338000478
0.4,30,10,3,0.31117956
0.4,30,10,4,0.315060371
0.4,30,10,2,0.434346577
0.4,30,10,5,0.357590386
0.4,30,10,6,0.313030059
0.4,30,10,8,0.305725378
0.4,30,10,7,0.373644112
0.4,30,10,9,0.344464934
0.4,30,10,10,0.344865044
0.4,30,10,11,0.332362156
0.4,30,10,12,0.324993853
0.4,30,10,13,0.399648756
0.4,30,10,14,0.400299713
0.4,30,10,16,0.335403681
0.4,30,10,15,0.353104229
0.4,30,10,17,0.337597875
0.4,30,10,19,0.326475151
0.4,30,10,18,0.427916136
0.4,30,10,20,0.34360791
0.4,30,10,21,0.331505329
0.4,30,10,22,0.387698504
0.4,30,10,23,0.325106188
0.4,30,10,24,0.326638057
0.4,30,10,26,0.250028272
0.4,30,10,25,0.279428066
0.4,30,10,27,0.360107013
0.4,30,10,28,0.291672412
0.4,30,10,29,0.287761887
0.4,30,20,0,0.564422684
0.4,30,20,2,0.561486384
0.4,30,20,4,0.526663738
0.4,30,20,1,0.824866848
0.4,30,20,3,0.693707913
0.4,30,20,5,0.684845802
0.4,30,20,8,0.599956965
0.4,30,20,9,0.59160667
0.4,30,20,7,0.712201735
0.4,30,20,6,0.964118817
0.4,30,20,11,0.560846601
0.4,30,20,10,0.814570464
0.4,30,20,13,0.545768903
0.4,30,20,12,0.705824115
0.4,30,20,14,0.539195322
0.4,30,20,15,0.548108738
0.4,100,30,29,26.375478701
0.4,30,20,19,0.549694356
0.4,30,20,18,0.644306806
0.4,30,20,17,0.818799413
0.4,30,20,16,0.826078107
0.4,30,20,20,0.567605278
0.4,30,20,21,0.587116373
0.4,30,20,23,0.619718984
0.4,30,20,25,0.673089711
0.4,30,20,24,0.696106825
0.4,30,20,22,0.881782135
0.4,30,20,26,0.605481351
0.4,30,20,27,0.742094933
0.4,30,20,28,0.592873602
0.4,30,20,29,0.567914843
0.4,30,30,2,0.85231921
0.4,30,30,3,0.814705683
0.4,30,30,0,1.282450828
0.4,30,30,4,0.82531847
0.4,30,30,1,1.239445186
0.4,30,30,5,1.00856967
0.4,30,30,6,0.868332597
0.4,30,30,9,0.926795895
0.4,30,30,7,1.069946461
0.4,30,30,8,1.018664688
0.4,30,30,10,1.167369215
0.4,30,30,12,1.043383541
0.4,30,30,11,1.477027346
0.4,30,30,13,1.070592441
0.4,30,30,15,1.065725177
0.4,30,30,14,1.429363841
0.4,30,30,16,1.282610233
0.4,30,30,17,1.083133359
0.4,30,30,18,1.068366608
0.4,30,30,19,1.02405398
0.4,30,30,20,1.053790966
0.4,30,30,21,0.82112385
0.4,30,30,22,0.829498417
0.4,30,30,24,0.824000613
0.4,30,30,23,1.08417913
0.4,30,30,26,0.825630219
0.4,30,30,27,0.832746856
0.4,30,30,25,1.21243061
0.4,50,5,0,0.571477693
0.4,100,30,28,34.568802006
0.4,30,30,28,1.045890241
0.4,50,5,1,0.495598105
0.4,30,30,29,1.012897666
0.4,50,5,2,0.608139503
0.4,50,5,3,0.610302328
0.4,50,5,4,0.553069107
0.4,50,5,7,0.492533196
0.4,50,5,5,0.703697095
0.4,50,5,9,0.525596335
0.4,50,5,8,0.590942564
0.4,50,5,6,0.88220299
0.4,50,5,10,0.557261064
0.4,50,5,11,0.532400112
0.4,50,5,12,0.538609304
0.4,50,5,13,0.556118375
0.4,50,5,16,0.453930099
0.4,50,5,14,0.542082209
0.4,50,5,15,0.532956299
0.4,50,5,17,0.560656321
0.4,50,5,18,0.555164294
0.4,50,5,19,0.636304109
0.4,50,5,21,0.500510143
0.4,50,5,20,0.588023474
0.4,50,5,23,0.559250066
0.4,50,5,22,0.589757655
0.4,50,5,24,0.483090918
0.4,50,5,25,0.622800779
0.4,50,5,26,0.546328815
0.4,50,5,27,0.530152459
0.4,50,5,28,0.610504452
0.4,50,5,29,0.579095662
0.4,50,10,1,1.019678077
0.4,50,10,0,1.291955995
0.4,50,10,5,0.921308331
0.4,50,10,6,0.964137153
0.4,50,10,2,1.253050572
0.4,50,10,3,1.218405119
0.4,50,10,4,1.172563549
0.4,50,10,8,1.032713524
0.4,50,10,7,1.256091809
0.4,50,10,9,1.023486634
0.4,50,10,11,1.046383471
0.4,50,10,10,1.057416616
0.4,50,10,13,1.00633267
0.4,50,10,12,1.446862756
0.4,50,10,14,0.893132234
0.4,50,10,17,0.916389647
0.4,50,10,18,1.030659616
0.4,50,10,19,1.050652102
0.4,50,10,15,1.397160136
0.4,50,10,16,1.478900623
0.4,50,10,20,1.1727977
0.4,50,10,24,0.760518175
0.4,50,10,21,1.284501054
0.4,100,30,25,49.586534023
0.4,50,10,22,1.216908416
0.4,50,10,25,0.972779818
0.4,50,10,23,1.210725447
0.4,50,10,26,0.988210775
0.4,50,10,27,0.98483576
0.4,50,10,29,0.929083329
0.4,50,10,28,1.404085558
0.4,50,20,1,1.91755304
0.4,50,20,3,1.923607301
0.4,50,20,5,1.855968074
0.4,50,20,2,2.355634236
0.4,50,20,4,2.35928403
0.4,50,20,0,3.01914561
0.4,50,20,7,1.853652361
0.4,50,20,6,2.616243498
0.4,50,20,8,1.86422641
0.4,50,20,9,1.958412545
0.4,50,20,10,1.91520916
0.4,50,20,11,1.796918239
0.4,50,20,13,1.844991735
0.4,50,20,16,1.870690992
0.4,50,20,12,3.201692192
0.4,50,20,15,2.458312008
0.4,50,20,14,3.016695066
0.4,50,20,19,1.878425317
0.4,50,20,17,2.389435628
0.4,50,20,20,1.867399761
0.4,50,20,18,2.37493308
0.4,50,20,23,1.839293172
0.4,50,20,24,1.856332655
0.4,50,20,21,2.347823734
0.4,50,20,22,2.412661452
0.4,50,20,26,1.932462261
0.4,50,20,27,1.822649851
0.4,50,20,25,2.405850211
0.4,50,20,28,2.499382237
0.4,50,20,29,2.315674836
0.4,50,30,0,2.811763122
0.4,50,30,1,2.843598385
0.4,50,30,3,2.908059065
0.4,50,30,4,2.998739464
0.4,50,30,7,2.801402477
0.4,50,30,2,4.802605567
0.4,50,30,6,3.925124719
0.4,50,30,5,4.886066474
0.4,50,30,8,2.78644126
0.4,50,30,10,2.865883434
0.4,50,30,9,3.789437059
0.4,50,30,11,3.838098935
0.4,50,30,15,2.723347693
0.4,50,30,16,3.001770751
0.4,50,30,12,3.751988312
0.4,50,30,14,3.821916359
0.4,50,30,17,2.974035466
0.4,50,30,18,2.828421893
0.4,50,30,13,4.6490014650000004
0.4,50,30,19,3.798082267
0.4,50,30,23,2.804694642
0.4,50,30,21,3.751199855
0.4,50,30,25,2.757102897
0.4,50,30,22,3.869764501
0.4,50,30,24,3.860680213
0.4,50,30,27,2.865181463
0.4,50,30,20,5.911198667
0.4,50,30,26,4.919641092
0.4,50,30,29,2.923843443
0.4,50,30,28,4.643505324
