r,n,m,i,bs,jri
0.2,50,5,15,0.08,0.005510204081632653
0.2,50,5,16,0.08,0.005306122448979592
0.2,50,5,17,0.12,0.013673469387755103
0.2,50,5,18,0.08,0.0069387755102040824
0.2,50,5,19,0.12,0.009183673469387756
0.2,50,5,20,0.12,0.019387755102040816
0.2,50,5,21,0.1,0.007142857142857143
0.2,50,5,22,0.12,0.027551020408163266
0.2,50,5,23,0.1,0.014489795918367345
0.2,50,5,24,0.1,0.009795918367346938
0.2,50,5,25,0.08,0.009795918367346938
0.2,50,5,26,0.08,0.017142857142857144
0.2,50,5,27,0.1,0.0028571428571428576
0.2,50,5,28,0.14,0.027551020408163266
0.2,50,5,29,0.1,0.022040816326530613
0.2,50,10,0,0.22,0.010158730158730159
0.2,50,10,1,0.22,0.00798185941043084
0.2,50,10,2,0.16,0.011337868480725623
0.2,50,10,3,0.18,0.01197278911564626
0.2,50,10,4,0.18,0.005714285714285715
0.2,50,10,5,0.18,0.010430839002267572
0.2,50,10,6,0.18,0.008072562358276645
0.2,50,10,7,0.2,0.010249433106575964
0.2,50,10,8,0.18,0.012517006802721088
0.2,50,10,9,0.22,0.013242630385487527
0.2,50,10,10,0.2,0.014784580498866213
0.2,50,10,11,0.16,0.01070294784580499
0.2,50,10,12,0.18,0.010249433106575964
0.2,50,10,13,0.2,0.017414965986394557
0.2,50,10,14,0.16,0.009251700680272108
0.2,50,10,15,0.16,0.004716553287981859
0.2,50,10,16,0.18,0.013514739229024944
0.2,50,10,17,0.18,0.00743764172335601
0.2,50,10,18,0.18,0.01106575963718821
0.2,50,10,19,0.18,0.009523809523809525
0.2,50,10,20,0.18,0.012426303854875285
0.2,50,10,21,0.2,0.014603174603174602
0.2,50,10,22,0.2,0.012879818594104307
0.2,50,10,23,0.2,0.015419501133786848
0.2,50,10,24,0.16,0.019138321995464853
0.2,50,10,25,0.2,0.006984126984126984
0.2,50,10,26,0.14,0.007709750566893424
0.2,50,10,27,0.14,0.006077097505668934
0.2,50,10,28,0.22,0.012879818594104307
0.2,50,10,29,0.14,0.005623582766439909
0.2,50,20,0,0.2,0.004081632653061225
0.2,50,20,1,0.24,0.007475832438238453
0.2,50,20,2,0.26,0.006530612244897959
0.2,50,20,3,0.24,0.008721804511278195
0.2,50,20,4,0.34,0.009924812030075187
0.2,50,20,5,0.26,0.007261009667024705
0.2,50,20,6,0.22,0.007218045112781954
0.2,50,20,7,0.26,0.005155746509129968
0.2,50,20,8,0.2,0.006229860365198711
0.2,50,20,9,0.28,0.00816326530612245
0.2,50,20,10,0.32,0.01099892588614393
0.2,50,20,11,0.32,0.007561761546723953
0.2,50,20,12,0.28,0.006874328678839957
0.2,50,20,13,0.22,0.010010741138560687
0.2,50,20,14,0.3,0.012158968850698174
0.2,50,20,15,0.22,0.008378088077336197
0.2,50,20,16,0.24,0.006702470461868958
0.2,50,20,17,0.22,0.0053705692803437165
0.2,50,20,18,0.3,0.009194414607948441
0.2,50,20,19,0.22,0.006015037593984962
0.2,50,20,20,0.26,0.00945220193340494
0.2,50,20,21,0.2,0.004511278195488722
0.2,50,20,22,0.22,0.006444683136412459
0.2,50,20,23,0.24,0.0055853920515574655
0.2,50,20,24,0.22,0.006831364124597207
0.2,50,20,25,0.3,0.010526315789473686
0.2,50,20,26,0.26,0.00631578947368421
0.2,50,20,27,0.26,0.00781954887218045
0.2,50,20,28,0.24,0.006444683136412459
0.2,50,20,29,0.2,0.005499462943071965
0.2,50,30,0,0.22,0.00422237860661506
0.2,50,30,1,0.24,0.005066854327938072
0.2,50,30,2,0.3,0.0052638986629134415
0.2,50,30,3,0.26,0.0061365235749472205
0.2,50,30,4,0.26,0.00537649542575651
0.2,50,30,5,0.22,0.004278676988036594
0.2,50,30,6,0.28,0.004306826178747361
0.2,50,30,7,0.32,0.0056579873328641795
0.2,50,30,8,0.4,0.00729064039408867
0.2,50,30,9,0.32,0.0052638986629134415
0.2,50,30,10,0.2,0.003490499648135116
0.2,50,30,11,0.28,0.005883180858550316
0.2,50,30,12,0.2,0.003912737508796622
0.2,50,30,13,0.24,0.003124560168895144
0.2,50,30,14,0.22,0.003377902885292048
0.2,50,30,15,0.32,0.006896551724137931
0.2,50,30,16,0.22,0.006389866291344123
0.2,50,30,17,0.3,0.007628430682617875
0.2,50,30,18,0.24,0.007037297677691767
0.2,50,30,19,0.24,0.004334975369458128
0.2,50,30,20,0.34,0.006643209007741027
0.2,50,30,21,0.36,0.00912033779028853
0.2,50,30,22,0.3,0.006220971147079521
0.2,50,30,23,0.24,0.00402533427163969
0.2,50,30,24,0.22,0.005545390570021113
0.2,50,30,25,0.2,0.0035467980295566504
0.2,50,30,26,0.34,0.005066854327938072
0.2,50,30,27,0.24,0.004785362420830401
0.2,50,30,28,0.3,0.0054609429978888105
0.2,50,30,29,0.36,0.006249120337790288
0.3,5,5,0,0.2,0
0.3,5,5,1,0.2,0
0.3,5,5,2,0.2,0
0.3,5,5,3,0,0.025
0.3,5,5,4,0.4,0
0.3,5,5,5,0.2,0
0.3,5,5,6,0,0
0.3,5,5,7,0.2,0.05
0.3,5,5,8,0,0
0.3,5,5,9,0,0.025
0.3,5,5,10,0.2,0
0.3,5,5,11,0.2,0
0.3,5,5,12,0,0
0.3,5,5,13,0.2,0
0.3,5,5,14,0.2,0.05
0.3,5,5,15,0.2,0.025
0.3,5,5,16,0.2,0.025
0.3,5,5,17,0.2,0.025
0.3,5,5,18,0.2,0
0.3,5,5,19,0.2,0
0.3,5,5,20,0,0
0.3,5,5,21,0.2,0
0.3,5,5,22,0.2,0.05
0.3,5,5,23,0,0
0.3,5,5,24,0.2,0.075
0.3,5,5,25,0,0
0.3,5,5,26,0,0
0.3,5,5,27,0.2,0
0.3,5,5,28,0.2,0
0.3,5,5,29,0.4,0
0.3,5,10,0,0.4,0.011111111111111112
0.3,5,10,1,0,0
0.3,5,10,2,0,0
0.3,5,10,3,0.2,0
0.3,5,10,4,0.2,0
0.3,5,10,5,0.2,0
0.3,5,10,6,0.4,0
0.3,5,10,7,0.2,0
0.3,5,10,8,0.2,0.022222222222222223
0.3,5,10,9,0.2,0.011111111111111112
0.3,5,10,10,0.2,0.011111111111111112
0.3,5,10,11,0.2,0
0.3,5,10,12,0.2,0.03333333333333333
0.3,5,10,13,0.2,0
0.3,5,10,14,0.2,0
0.3,5,10,15,0,0
0.3,5,10,16,0.2,0
0.3,5,10,17,0.2,0
0.3,5,10,18,0,0
0.3,5,10,19,0.2,0
0.3,5,10,20,0,0
0.3,5,10,21,0.2,0.011111111111111112
0.3,5,10,22,0,0.011111111111111112
0.3,5,10,23,0.2,0.022222222222222223
0.3,5,10,24,0.2,0
0.3,5,10,25,0.4,0.011111111111111112
0.3,5,10,26,0.2,0
0.3,5,10,27,0.2,0
0.3,5,10,28,0.2,0
0.3,5,10,29,0,0
0.3,5,20,0,0.2,0.005263157894736842
0.3,5,20,1,0.2,0.015789473684210527
0.3,5,20,2,0.2,0.005263157894736842
0.3,5,20,3,0.2,0.015789473684210527
0.3,5,20,4,0.2,0
0.3,5,20,5,0.2,0.015789473684210527
0.3,5,20,6,0.2,0.005263157894736842
0.3,5,20,7,0.2,0.005263157894736842
0.3,5,20,8,0.2,0.010526315789473684
0.3,5,20,9,0.2,0.015789473684210527
0.3,5,20,10,0.2,0.02631578947368421
0.3,5,20,11,0.2,0.010526315789473684
0.3,5,20,12,0.2,0.02631578947368421
0.3,5,20,13,0,0
0.3,5,20,14,0.2,0.010526315789473684
0.3,5,20,15,0.2,0.005263157894736842
0.3,5,20,16,0.2,0.010526315789473684
0.3,5,20,17,0,0
0.3,5,20,18,0.2,0.005263157894736842
0.3,5,20,19,0,0
0.3,5,20,20,0.2,0.015789473684210527
0.3,5,20,21,0,0.005263157894736842
0.3,5,20,22,0.2,0
0.3,5,20,23,0.2,0
0.3,5,20,24,0.4,0.010526315789473684
0.3,5,20,25,0.2,0.010526315789473684
0.3,5,20,26,0.2,0
0.3,5,20,27,0,0
0.3,5,20,28,0.4,0
0.3,5,20,29,0,0
0.3,5,30,0,0.2,0.017241379310344827
0.3,5,30,1,0.2,0.006896551724137931
0.3,5,30,2,0,0
0.3,5,30,3,0.2,0.0034482758620689655
0.3,5,30,4,0.2,0.010344827586206896
0.3,5,30,5,0.2,0
0.3,5,30,6,0.2,0.0034482758620689655
0.3,5,30,7,0.4,0.013793103448275862
0.3,5,30,8,0.4,0.006896551724137931
0.3,5,30,9,0.2,0
0.3,5,30,10,0,0
0.3,5,30,11,0.2,0.006896551724137931
0.3,5,30,12,0,0.017241379310344827
0.3,5,30,13,0.2,0.0034482758620689655
0.3,5,30,14,0.2,0.0034482758620689655
0.3,5,30,15,0,0
0.3,5,30,16,0,0.0034482758620689655
0.3,5,30,17,0.2,0.0034482758620689655
0.3,5,30,18,0.2,0.0034482758620689655
0.3,5,30,19,0.2,0.013793103448275862
0.3,5,30,20,0.2,0.010344827586206896
0.3,5,30,21,0.4,0
0.3,5,30,22,0.2,0.0034482758620689655
0.3,5,30,23,0.2,0
0.3,5,30,24,0.2,0
0.3,5,30,25,0.2,0.006896551724137931
0.3,5,30,26,0.2,0.0034482758620689655
0.3,5,30,27,0.2,0
0.3,5,30,28,0.2,0
0.3,5,30,29,0.2,0
0.3,100,5,0,0.05,0.019646464646464648
0.3,100,5,1,0.06,0.024494949494949493
0.3,100,5,2,0.07,0.023181818181818182
0.3,100,5,3,0.12,0.02196969696969697
0.3,100,5,4,0.06,0.013737373737373739
0.3,100,5,5,0.08,0.02419191919191919
0.3,100,5,6,0.06,0.02393939393939394
0.3,100,5,7,0.07,0.01787878787878788
0.3,100,5,8,0.06,0.02666666666666667
0.3,100,5,9,0.06,0.020404040404040404
0.3,100,5,10,0.07,0.02186868686868687
0.3,100,5,11,0.06,0.012979797979797978
0.3,100,5,12,0.05,0.013434343434343436
0.3,100,5,13,0.06,0.020656565656565654
0.3,100,5,14,0.05,0.01904040404040404
0.3,100,5,15,0.08,0.026212121212121214
0.3,100,5,16,0.07,0.02217171717171717
0.3,100,5,17,0.07,0.024696969696969696
0.3,100,5,18,0.08,0.024242424242424242
0.3,100,5,19,0.07,0.027121212121212122
0.3,100,5,20,0.06,0.02474747474747475
0.3,100,5,21,0.07,0.015303030303030303
0.3,100,5,22,0.09,0.029444444444444443
0.3,100,5,23,0.06,0.014747474747474747
0.3,100,5,24,0.05,0.018585858585858588
0.3,100,5,25,0.06,0.02429292929292929
0.3,100,5,26,0.08,0.02005050505050505
0.3,100,5,27,0.07,0.017020202020202022
0.3,100,5,28,0.07,0.015303030303030303
0.3,100,5,29,0.07,0.01414141414141414
0.3,100,10,0,0.16,0.017037037037037038
0.3,100,10,1,0.17,0.012749719416386081
0.3,100,10,2,0.13,0.009966329966329967
0.3,100,10,3,0.14,0.012615039281705948
0.3,100,10,4,0.13,0.012906846240179572
0.3,100,10,5,0.13,0.009696969696969697
0.3,100,10,6,0.14,0.008125701459034792
0.3,100,10,7,0.16,0.013019079685746353
0.3,100,10,8,0.15,0.016139169472502806
0.3,100,10,9,0.13,0.01079685746352413
0.3,100,10,10,0.13,0.009607182940516275
0.3,100,10,11,0.14,0.009494949494949494
0.3,100,10,12,0.17,0.013714927048260382
0.3,100,10,13,0.13,0.011380471380471381
0.3,100,10,14,0.16,0.015353535353535354
0.3,100,10,15,0.15,0.01813692480359147
0.3,100,10,16,0.13,0.017037037037037038
0.3,100,10,17,0.14,0.0134006734006734
0.3,100,10,18,0.14,0.013310886644219977
0.3,100,10,19,0.11,0.0169023569023569
0.3,100,10,20,0.14,0.011582491582491583
0.3,100,10,21,0.12,0.012166105499438832
0.3,100,10,22,0.12,0.014792368125701458
0.3,100,10,23,0.12,0.009292929292929294
0.3,100,10,24,0.13,0.013063973063973063
0.3,100,10,25,0.13,0.012996632996632996
0.3,100,10,26,0.13,0.013782267115600448
0.3,100,10,27,0.12,0.010976430976430977
0.3,100,10,28,0.13,0.01324354657687991
0.3,100,10,29,0.15,0.010662177328843996
0.3,100,20,0,0.18,0.005454545454545455
0.3,100,20,1,0.2,0.007931951089845827
0.3,100,20,2,0.22,0.007953216374269005
0.3,100,20,3,0.21,0.009909622541201488
0.3,100,20,4,0.2,0.008219032429558746
0.3,100,20,5,0.2,0.009622541201488569
0.3,100,20,6,0.22,0.009016480595427964
0.3,100,20,7,0.23,0.008293460925039872
0.3,100,20,8,0.22,0.005667198298777246
0.3,100,20,9,0.24,0.00808080808080808
0.3,100,20,10,0.22,0.006932482721956406
0.3,100,20,11,0.22,0.00782562466772993
0.3,100,20,12,0.17,0.008282828282828282
0.3,100,20,13,0.23,0.01137692716640085
0.3,100,20,14,0.21,0.008750664540138224
0.3,100,20,15,0.19,0.008952684742158426
0.3,100,20,16,0.19,0.006719829877724615
0.3,100,20,17,0.18,0.008261562998405103
0.3,100,20,18,0.24,0.010313662945241893
0.3,100,20,19,0.22,0.008963317384370015
0.3,100,20,20,0.27,0.011706539074960129
0.3,100,20,21,0.21,0.009037745879851143
0.3,100,20,22,0.23,0.0058160552897395
0.3,100,20,23,0.2,0.011281233386496545
0.3,100,20,24,0.21,0.00862307283359915
0.3,100,20,25,0.18,0.009739500265816057
0.3,100,20,26,0.19,0.010196703880914407
0.3,100,20,27,0.2,0.010600744284954812
0.3,100,20,28,0.21,0.009197235513024987
0.3,100,20,29,0.19,0.008133971291866028
0.3,100,30,0,0.3,0.006966213862765587
0.3,100,30,1,0.23,0.006478578892371995
0.3,100,30,2,0.23,0.005949146638801812
0.3,100,30,3,0.32,0.006743295019157088
0.3,100,30,4,0.21,0.006262626262626262
0.3,100,30,5,0.23,0.004987809125740161
0.3,100,30,6,0.23,0.0065064437478230585
0.3,100,30,7,0.25,0.006478578892371995
0.3,100,30,8,0.21,0.005419714385231627
0.3,100,30,9,0.23,0.007795193312434692
0.3,100,30,10,0.32,0.007203065134099617
0.3,100,30,11,0.22,0.005134099616858237
0.3,100,30,12,0.22,0.005315221177290143
0.3,100,30,13,0.22,0.00812957157784744
0.3,100,30,14,0.22,0.0056983629397422495
0.3,100,30,15,0.25,0.005830721003134796
0.3,100,30,16,0.23,0.006513409961685823
0.3,100,30,17,0.25,0.0070219435736677115
0.3,100,30,18,0.24,0.006597004528039011
0.3,100,30,19,0.25,0.008324625566004875
0.3,100,30,20,0.24,0.007474747474747474
0.3,100,30,21,0.27,0.00787878787878788
0.3,100,30,22,0.23,0.005774991292232671
0.3,100,30,23,0.24,0.005907349355625218
0.3,100,30,24,0.31,0.008094740508533612
0.3,100,30,25,0.24,0.007474747474747474
0.3,100,30,26,0.22,0.004207593173110414
0.3,100,30,27,0.26,0.008484848484848484
0.3,100,30,28,0.24,0.007342389411354929
0.3,100,30,29,0.29,0.00806687565308255
0.3,10,5,0,0.2,0.016666666666666666
0.3,10,5,1,0.1,0.005555555555555556
0.3,10,5,2,0.3,0.03333333333333333
0.3,10,5,3,0.3,0.016666666666666666
0.3,10,5,4,0.2,0.005555555555555556
0.3,10,5,5,0.1,0
0.3,10,5,6,0.2,0
0.3,10,5,7,0.2,0.022222222222222223
0.3,10,5,8,0.2,0.022222222222222223
0.3,10,5,9,0.1,0.027777777777777776
0.3,10,5,10,0.2,0.03888888888888889
0.3,10,5,11,0.2,0
0.3,10,5,12,0.2,0
0.3,10,5,13,0.3,0.016666666666666666
0.3,10,5,14,0.3,0.03333333333333333
0.3,10,5,15,0.3,0.06666666666666667
0.3,10,5,16,0.2,0.044444444444444446
0.3,10,5,17,0.2,0.016666666666666666
0.3,10,5,18,0.1,0.011111111111111112
0.3,10,5,19,0.1,0.005555555555555556
0.3,10,5,20,0.2,0.03333333333333333
0.3,10,5,21,0.1,0.005555555555555556
0.3,10,5,22,0.3,0
0.3,10,5,23,0.1,0.005555555555555556
0.3,10,5,24,0.2,0.005555555555555556
0.3,10,5,25,0.1,0.061111111111111116
0.3,10,5,26,0.4,0.03333333333333333
0.3,10,5,27,0.1,0
0.3,10,5,28,0.1,0
0.3,10,5,29,0.1,0.005555555555555556
0.3,10,10,0,0.4,0.007407407407407408
0.3,10,10,1,0.3,0.017283950617283952
0.3,10,10,2,0.2,0.0049382716049382715
0.3,10,10,3,0.2,0.0024691358024691358
0.3,10,10,4,0.1,0.0049382716049382715
0.3,10,10,5,0.1,0.0024691358024691358
0.3,10,10,6,0.3,0.007407407407407408
0.3,10,10,7,0.2,0.014814814814814815
0.3,10,10,8,0.2,0.012345679012345678
0.3,10,10,9,0.3,0.007407407407407408
0.3,10,10,10,0.2,0.012345679012345678
0.3,10,10,11,0.2,0.034567901234567905
0.3,10,10,12,0.2,0.009876543209876543
0.3,10,10,13,0.4,0.014814814814814815
0.3,10,10,14,0.2,0.017283950617283952
0.3,10,10,15,0.2,0.009876543209876543
0.3,10,10,16,0.2,0.0024691358024691358
0.3,10,10,17,0.3,0.014814814814814815
0.3,10,10,18,0.2,0.012345679012345678
0.3,10,10,19,0.3,0.0024691358024691358
0.3,10,10,20,0.2,0.024691358024691357
0.3,10,10,21,0.3,0.007407407407407408
0.3,10,10,22,0.2,0
0.3,10,10,23,0.2,0.009876543209876543
0.3,10,10,24,0.4,0.014814814814814815
0.3,10,10,25,0.2,0.017283950617283952
0.3,10,10,26,0.2,0.007407407407407408
0.3,10,10,27,0.2,0.007407407407407408
0.3,10,10,28,0.2,0.022222222222222223
0.3,10,10,29,0.3,0.027160493827160494
0.3,10,20,0,0.1,0
0.3,10,20,1,0.4,0.00935672514619883
0.3,10,20,2,0.2,0.008187134502923975
0.3,10,20,3,0.2,0.015204678362573101
0.3,10,20,4,0.2,0.0035087719298245615
0.3,10,20,5,0.3,0.004678362573099415
0.3,10,20,6,0.2,0.004678362573099415
0.3,10,20,7,0.2,0.007017543859649123
0.3,10,20,8,0.3,0.007017543859649123
0.3,10,20,9,0.3,0.0035087719298245615
0.3,10,20,10,0.3,0.0023391812865497076
0.3,10,20,11,0.3,0.007017543859649123
0.3,10,20,12,0.4,0.0023391812865497076
0.3,10,20,13,0.3,0.005847953216374269
0.3,10,20,14,0.2,0.0023391812865497076
0.3,10,20,15,0.4,0.007017543859649123
0.3,10,20,16,0.2,0.0035087719298245615
0.3,10,20,17,0.2,0.005847953216374269
0.3,10,20,18,0.3,0.0023391812865497076
0.3,10,20,19,0.1,0.0023391812865497076
0.3,10,20,20,0.2,0.008187134502923975
0.3,10,20,21,0.3,0.007017543859649123
0.3,10,20,22,0.3,0.0023391812865497076
0.3,10,20,23,0.3,0.0035087719298245615
0.3,10,20,24,0.2,0.005847953216374269
0.3,10,20,25,0.3,0.011695906432748537
0.3,10,20,26,0.1,0.00935672514619883
0.3,10,20,27,0.3,0.0035087719298245615
0.3,10,20,28,0.2,0.007017543859649123
0.3,10,20,29,0.3,0.008187134502923975
0.3,10,30,0,0.3,0.006896551724137931
0.3,10,30,1,0.1,0.006130268199233717
0.3,10,30,2,0.1,0.0053639846743295016
0.3,10,30,3,0.3,0.006896551724137931
0.3,10,30,4,0.1,0.0022988505747126436
0.3,10,30,5,0.3,0.00996168582375479
0.3,10,30,6,0.4,0.004597701149425287
0.3,10,30,7,0.2,0.0015325670498084292
0.3,10,30,8,0.2,0.0030651340996168583
0.3,10,30,9,0.1,0.0038314176245210726
0.3,10,30,10,0.2,0.00842911877394636
0.3,10,30,11,0.2,0.009195402298850575
0.3,10,30,12,0.2,0.006130268199233717
0.3,10,30,13,0.2,7.662835249042146e-4
0.3,10,30,14,0.3,0.0030651340996168583
0.3,10,30,15,0.1,0.0038314176245210726
0.3,10,30,16,0.2,0.004597701149425287
0.3,10,30,17,0.4,0.00996168582375479
0.3,10,30,18,0.4,0.00996168582375479
0.3,10,30,19,0.3,0.006130268199233717
0.3,10,30,20,0.3,0.00996168582375479
0.3,10,30,21,0.3,0.00842911877394636
0.3,10,30,22,0.1,0.0038314176245210726
0.3,10,30,23,0.2,0.006896551724137931
0.3,10,30,24,0.3,0.0038314176245210726
0.3,10,30,25,0.3,0.0053639846743295016
0.3,10,30,26,0.3,0.009195402298850575
0.3,10,30,27,0.3,0.006130268199233717
0.3,10,30,28,0.3,0.0030651340996168583
0.3,10,30,29,0.3,0.006896551724137931
0.3,20,5,0,0.15,0.009210526315789473
0.3,20,5,1,0.15,0.028947368421052635
0.3,20,5,2,0.15,0.007894736842105263
0.3,20,5,3,0.1,0.02631578947368421
0.3,20,5,4,0.15,0.021052631578947368
0.3,20,5,5,0.15,0.04078947368421053
0.3,20,5,6,0.15,0.010526315789473684
0.3,20,5,7,0.2,0.031578947368421054
0.3,20,5,8,0.15,0.009210526315789473
0.3,20,5,9,0.15,0.03684210526315789
0.3,20,5,10,0.15,0.018421052631578946
0.3,20,5,11,0.15,0.027631578947368424
0.3,20,5,12,0.2,0.02631578947368421
0.3,20,5,13,0.15,0.007894736842105263
0.3,20,5,14,0.15,0.014473684210526317
0.3,20,5,15,0.2,0.019736842105263157
0.3,20,5,16,0.2,0.021052631578947368
0.3,20,5,17,0.15,0.017105263157894738
0.3,20,5,18,0.1,0.003947368421052632
0.3,20,5,19,0.1,0.011842105263157895
0.3,20,5,20,0.2,0.021052631578947368
0.3,20,5,21,0.1,0.027631578947368424
0.3,20,5,22,0.2,0.027631578947368424
0.3,20,5,23,0.15,0.017105263157894738
0.3,20,5,24,0.2,0.018421052631578946
0.3,20,5,25,0.2,0.007894736842105263
0.3,20,5,26,0.2,0.021052631578947368
0.3,20,5,27,0.1,0.015789473684210527
0.3,20,5,28,0.1,0.007894736842105263
0.3,20,5,29,0.2,0.011842105263157895
0.3,20,10,0,0.15,0.012280701754385965
0.3,20,10,1,0.2,0.007602339181286549
0.3,20,10,2,0.15,0.011111111111111112
0.3,20,10,3,0.2,0.015204678362573098
0.3,20,10,4,0.2,0.023391812865497075
0.3,20,10,5,0.15,0.004678362573099415
0.3,20,10,6,0.25,0.011111111111111112
0.3,20,10,7,0.2,0.0023391812865497076
0.3,20,10,8,0.15,0.008187134502923977
0.3,20,10,9,0.25,0.038011695906432746
0.3,20,10,10,0.15,0.008187134502923977
0.3,20,10,11,0.15,0.015789473684210527
0.3,20,10,12,0.2,0.0029239766081871343
0.3,20,10,13,0.2,0.007017543859649123
0.3,20,10,14,0.25,0.004678362573099415
0.3,20,10,15,0.25,0.01286549707602339
0.3,20,10,16,0.25,0.019883040935672513
0.3,20,10,17,0.2,0.02046783625730994
0.3,20,10,18,0.2,0.008187134502923977
0.3,20,10,19,0.15,0.00935672514619883
0.3,20,10,20,0.25,0.005263157894736842
0.3,20,10,21,0.35,0.016959064327485382
0.3,20,10,22,0.2,0.013450292397660818
0.3,20,10,23,0.25,0.013450292397660818
0.3,20,10,24,0.2,0.007602339181286549
0.3,20,10,25,0.35,0.01286549707602339
0.3,20,10,26,0.2,0.006432748538011695
0.3,20,10,27,0.25,0.014619883040935673
0.3,20,10,28,0.25,0.012280701754385965
0.3,20,10,29,0.3,0.015204678362573098
0.3,20,20,0,0.25,0.006925207756232687
0.3,20,20,1,0.25,0.010526315789473684
0.3,20,20,2,0.3,0.007202216066481995
0.3,20,20,3,0.2,0.009418282548476454
0.3,20,20,4,0.4,0.009695290858725761
0.3,20,20,5,0.2,0.004986149584487534
0.3,20,20,6,0.4,0.011911357340720222
0.3,20,20,7,0.2,0.00554016620498615
0.3,20,20,8,0.35,0.01329639889196676
0.3,20,20,9,0.3,0.007479224376731302
0.3,20,20,10,0.25,0.010803324099722992
0.3,20,20,11,0.35,0.009141274238227148
0.3,20,20,12,0.45,0.010803324099722992
0.3,20,20,13,0.15,0.006094182825484765
0.3,20,20,14,0.4,0.007756232686980609
0.3,20,20,15,0.3,0.006925207756232687
0.3,20,20,16,0.25,0.010249307479224376
0.3,20,20,17,0.25,0.004709141274238227
0.3,20,20,18,0.25,0.007756232686980609
0.3,20,20,19,0.25,0.00664819944598338
0.3,20,20,20,0.35,0.01218836565096953
0.3,20,20,21,0.15,0.0019390581717451522
0.3,20,20,22,0.45,0.014127423822714681
0.3,20,20,23,0.15,0.00332409972299169
0.3,20,20,24,0.4,0.008033240997229917
0.3,20,20,25,0.4,0.009972299168975069
0.3,20,20,26,0.2,0.008310249307479223
0.3,20,20,27,0.25,0.008033240997229917
0.3,20,20,28,0.35,0.006925207756232687
0.3,20,20,29,0.25,0.008587257617728532
0.3,20,30,0,0.3,0.0070780399274047185
0.3,20,30,1,0.3,0.005626134301270418
0.3,20,30,2,0.25,0.004537205081669692
0.3,20,30,3,0.45,0.006533575317604356
0.3,20,30,4,0.2,0.002540834845735027
0.3,20,30,5,0.25,0.004355716878402904
0.3,20,30,6,0.35,0.007259528130671506
0.3,20,30,7,0.25,0.005263157894736842
0.3,20,30,8,0.25,0.006170598911070781
0.3,20,30,9,0.25,0.005081669691470054
0.3,20,30,10,0.45,0.010344827586206896
0.3,20,30,11,0.3,0.008529945553539019
0.3,20,30,12,0.2,0.003811252268602541
0.3,20,30,13,0.3,0.006533575317604356
0.3,20,30,14,0.2,0.004718693284936479
0.3,20,30,15,0.25,0.0029038112522686023
0.3,20,30,16,0.25,0.005807622504537205
0.3,20,30,17,0.25,0.007259528130671506
0.3,20,30,18,0.3,0.009074410163339383
0.3,20,30,19,0.25,0.004355716878402904
0.3,20,30,20,0.25,0.005989110707803993
0.3,20,30,21,0.2,0.003811252268602541
0.3,20,30,22,0.25,0.009981851179673321
0.3,20,30,23,0.35,0.007803992740471869
0.3,20,30,24,0.2,0.005081669691470054
0.3,20,30,25,0.2,0.003811252268602541
0.3,20,30,26,0.3,0.006170598911070781
0.3,20,30,27,0.25,0.006352087114337568
0.3,20,30,28,0.2,0.004355716878402904
0.3,20,30,29,0.2,0.008348457350272233
0.3,30,5,0,0.16666666666666666,0.03045977011494253
0.3,30,5,1,0.13333333333333333,0.010344827586206896
0.3,30,5,2,0.13333333333333333,0.010344827586206896
0.3,30,5,3,0.13333333333333333,0.015517241379310345
0.3,30,5,4,0.1,0.007471264367816092
0.3,30,5,5,0.1,0.00632183908045977
0.3,30,5,6,0.13333333333333333,0.022988505747126436
0.3,30,5,7,0.1,0.0028735632183908046
0.3,30,5,8,0.1,0.010344827586206896
0.3,30,5,9,0.1,0.029885057471264367
0.3,30,5,10,0.06666666666666667,0.007471264367816092
0.3,30,5,11,0.13333333333333333,0.017816091954022992
0.3,30,5,12,0.16666666666666666,0.02528735632183908
0.3,30,5,13,0.13333333333333333,0.01839080459770115
0.3,30,5,14,0.1,0.00632183908045977
0.3,30,5,15,0.13333333333333333,0.03160919540229885
0.3,30,5,16,0.13333333333333333,0.013793103448275864
0.3,30,5,17,0.13333333333333333,0.010919540229885057
0.3,30,5,18,0.2,0.020689655172413793
0.3,30,5,19,0.16666666666666666,0.022988505747126436
0.3,30,5,20,0.13333333333333333,0.02586206896551724
0.3,30,5,21,0.13333333333333333,0.01954022988505747
0.3,30,5,22,0.13333333333333333,0.010344827586206896
0.3,30,5,23,0.1,0.001724137931034483
0.3,30,5,24,0.13333333333333333,0.017241379310344827
0.3,30,5,25,0.13333333333333333,0.010919540229885057
0.3,30,5,26,0.13333333333333333,0.017816091954022992
0.3,30,5,27,0.1,0.008620689655172414
0.3,30,5,28,0.13333333333333333,0.020689655172413793
0.3,30,5,29,0.16666666666666666,0.010919540229885057
0.3,30,10,0,0.2,0.007918263090676884
0.3,30,10,1,0.2,0.021966794380587486
0.3,30,10,2,0.2,0.015070242656449554
0.3,30,10,3,0.2,0.007407407407407408
0.3,30,10,4,0.2,0.011749680715197957
0.3,30,10,5,0.2,0.010472541507024265
0.3,30,10,6,0.13333333333333333,0.0038314176245210726
0.3,30,10,7,0.2,0.020689655172413793
0.3,30,10,8,0.23333333333333334,0.011238825031928482
0.3,30,10,9,0.23333333333333334,0.01813537675606641
0.3,30,10,10,0.16666666666666666,0.014303959131545339
