d,n,m,i,avg.t,effops,pj
0.4,30,20,27,50,360,158
0.4,30,20,28,50,360,156
0.4,30,20,29,50,360,159
0.4,30,30,0,51,540,240
0.4,30,30,1,47,540,221
0.4,30,30,2,48,540,226
0.4,30,30,3,48,540,208
0.4,30,30,4,49,540,222
0.4,30,30,5,49,540,223
0.4,30,30,6,50,540,221
0.4,30,30,7,50,540,232
0.4,30,30,8,48,540,232
0.4,30,30,9,50,540,228
0.4,30,30,10,48,540,233
0.4,30,30,11,48,540,210
0.4,30,30,12,48,540,237
0.4,30,30,13,49,540,236
0.4,30,30,14,49,540,223
0.4,30,30,15,50,540,225
0.4,30,30,16,48,540,231
0.4,30,30,17,49,540,221
0.4,30,30,18,51,540,229
0.4,30,30,19,50,540,229
0.4,30,30,20,51,540,244
0.4,30,30,21,49,540,224
0.4,30,30,22,48,540,224
0.4,30,30,23,52,540,232
0.4,30,30,24,50,540,228
0.4,30,30,25,50,540,216
0.4,30,30,26,52,540,213
0.4,30,30,27,49,540,220
0.4,30,30,28,50,540,229
0.4,30,30,29,49,540,217
0.4,50,5,0,50,150,82
0.4,50,5,1,53,150,82
0.4,50,5,2,49,150,76
0.4,50,5,3,48,150,81
0.4,50,5,4,49,150,76
0.4,50,5,5,55,150,79
0.4,50,5,6,47,150,79
0.4,50,5,7,48,150,70
0.4,50,5,8,50,150,80
0.4,50,5,9,52,150,80
0.4,50,5,10,49,150,72
0.4,50,5,11,48,150,75
0.4,50,5,12,48,150,74
0.4,50,5,13,54,150,78
0.4,50,5,14,49,150,83
0.4,50,5,15,50,150,83
0.4,50,5,16,51,150,84
0.4,50,5,17,47,150,73
0.4,50,5,18,48,150,79
0.4,50,5,19,49,150,82
0.4,50,5,20,53,150,82
0.4,50,5,21,48,150,87
0.4,50,5,22,49,150,72
0.4,50,5,23,49,150,78
0.4,50,5,24,51,150,81
0.4,50,5,25,50,150,84
0.4,50,5,26,51,150,73
0.4,50,5,27,54,150,76
0.4,50,5,28,49,150,78
0.4,50,5,29,52,150,74
0.4,50,10,0,48,300,147
0.4,50,10,1,51,300,141
0.4,50,10,2,50,300,147
0.4,50,10,3,49,300,129
0.4,50,10,4,49,300,131
0.4,50,10,5,49,300,137
0.4,50,10,6,49,300,133
0.4,50,10,7,50,300,133
0.4,50,10,8,50,300,124
0.4,50,10,9,51,300,134
0.4,50,10,10,50,300,137
0.4,50,10,11,50,300,137
0.4,50,10,12,49,300,140
0.4,50,10,13,49,300,128
0.4,50,10,14,52,300,141
0.4,50,10,15,51,300,145
0.4,50,10,16,52,300,135
0.4,50,10,17,48,300,131
0.4,50,10,18,48,300,141
0.4,50,10,19,49,300,138
0.4,50,10,20,48,300,138
0.4,50,10,21,48,300,148
0.4,50,10,22,50,300,143
0.4,50,10,23,49,300,151
0.4,50,10,24,49,300,133
0.4,50,10,25,47,300,134
0.4,50,10,26,53,300,129
0.4,50,10,27,50,300,129
0.4,50,10,28,49,300,135
0.4,50,10,29,46,300,139
0.4,50,20,0,47,600,267
0.4,50,20,1,50,600,267
0.4,50,20,2,49,600,256
0.4,50,20,3,49,600,263
0.4,50,20,4,50,600,248
0.4,50,20,5,48,600,249
0.4,50,20,6,50,600,261
0.4,50,20,7,49,600,272
0.4,50,20,8,50,600,263
0.4,50,20,9,52,600,264
0.4,50,20,10,49,600,255
0.4,50,20,11,48,600,253
0.4,50,20,12,52,600,252
0.4,50,20,13,52,600,265
0.4,50,20,14,48,600,253
0.4,50,20,15,49,600,256
0.4,50,20,16,49,600,249
0.4,50,20,17,48,600,249
0.4,50,20,18,49,600,258
0.4,50,20,19,50,600,243
0.4,50,20,20,49,600,270
0.4,50,20,21,49,600,257
0.4,50,20,22,49,600,254
0.4,50,20,23,49,600,255
0.4,50,20,24,49,600,266
0.4,50,20,25,49,600,262
0.4,50,20,26,50,600,260
0.4,50,20,27,47,600,262
0.4,50,20,28,50,600,254
0.4,50,20,29,48,600,276
0.4,50,30,0,49,900,384
0.4,50,30,1,50,900,368
0.4,50,30,2,49,900,383
0.4,50,30,3,50,900,397
0.4,50,30,4,49,900,363
0.4,50,30,5,49,900,375
0.4,50,30,6,49,900,368
0.4,50,30,7,48,900,387
0.4,50,30,8,48,900,374
0.4,50,30,9,50,900,389
0.4,50,30,10,50,900,377
0.4,50,30,11,49,900,388
0.4,50,30,12,48,900,377
0.4,50,30,13,50,900,376
0.4,50,30,14,50,900,393
0.4,50,30,15,49,900,369
0.4,50,30,16,49,900,372
0.4,50,30,17,50,900,386
0.4,50,30,18,50,900,368
0.4,50,30,19,49,900,369
0.4,50,30,20,49,900,369
0.4,50,30,21,48,900,389
0.4,50,30,22,49,900,380
0.4,50,30,23,48,900,368
0.4,50,30,24,50,900,362
0.4,50,30,25,50,900,368
0.4,50,30,26,50,900,394
0.4,50,30,27,51,900,376
0.4,50,30,28,50,900,373
0.4,50,30,29,50,900,382
